Journal name,JCR Abbreviation,ISSN,eISSN,Category,2022 JIF,2022 JCI,5 Year JIF,JIF Rank,JCI Rank
"Journal of Nepal Medical Association","J NEPAL MED ASSOC","0028-2715","1815-672X","MEDICINE, GENERAL & INTERNAL - SCIE","0.5","0.13","0.6"," 157/167 "," 215/322 "
"Revista Romana de Medicina de Laborator","REV ROMANA MED LAB","1841-6624","2284-5623","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.5","0.12","0.5"," 132/136 "," 172/189 "
"Iranian Red Crescent Medical Journal","IRAN RED CRESCENT ME","2074-1804","2074-1812","MEDICINE, GENERAL & INTERNAL - SCIE","0.4","0.12","0.6"," 158/167 "," 221/322 "
"Laeknabladid","LAEKNABLADID","0023-7213","1670-4959","MEDICINE, GENERAL & INTERNAL - SCIE","0.4","0.1","0.5"," 158/167 "," 230/322 "
"NATIONAL MEDICAL JOURNAL OF INDIA","NATL MED J INDIA","2583-150X","0970-258X","MEDICINE, GENERAL & INTERNAL - SCIE","0.4","0.1","0.8"," 158/167 "," 230/322 "
"TERAPEVTICHESKII ARKHIV","TERAPEVT ARKH","0040-3660","2309-5342","MEDICINE, GENERAL & INTERNAL - SCIE","0.3","0.07","0.4"," 161/167 "," 245/322 "
"Acta Medica Mediterranea","ACTA MEDICA MEDITERR","0393-6384","2283-9720","MEDICINE, GENERAL & INTERNAL - SCIE","0.3","0.05","0.2"," 161/167 "," 267/322 "
"Postepy Higieny I Medycyny Doswiadczalnej","POSTEP HIG MED DOSW","0032-5449","1732-2693","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.3","0.04","0.8"," 135/136 "," 183/189 "
"BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE","B ACAD NAT MED PARIS","0001-4079","2271-4820","MEDICINE, GENERAL & INTERNAL - SCIE","0.3","0.03","0.2"," 161/167 "," 292/322 "
"Vojnosanitetski Pregled","VOJNOSANIT PREGL","0042-8450","2406-0720","MEDICINE, GENERAL & INTERNAL - SCIE","0.2","0.07","0.2"," 164/167 "," 245/322 "
"Srpski Arhiv za Celokupno Lekarstvo","SRP ARK CELOK LEK","0370-8179","0370-8179","MEDICINE, GENERAL & INTERNAL - SCIE","0.2","0.06","0.2"," 164/167 "," 255/322 "
"INVESTIGACION CLINICA","INVEST CLIN","0535-5133","2477-9393","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","0.2","0.02","0.2"," 136/136 "," 187/189 "
"WEST INDIAN MEDICAL JOURNAL","W INDIAN MED J","0043-3144","2309-5830","MEDICINE, GENERAL & INTERNAL - SCIE","0.1","0.04","0.1"," 166/167 "," 279/322 "
"Kuwait Medical Journal","KUWAIT MED J","1607-8047","0023-5776","MEDICINE, GENERAL & INTERNAL - SCIE","0.1","0.02","0.1"," 166/167 "," 307/322 "
"BMC Primary Care","BMC PRIM CARE","N/A","2731-4553","MEDICINE, GENERAL & INTERNAL - SCIE","N/A","N/A","N/A"," N/A "," N/A "
