Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
841	GENETICS AND MOLECULAR BIOLOGY	"2198"	1.4930.002730
842	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	"4846"	1.4920.003930
843	CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE	"2797"	1.4880.004030
844	BULLETIN OF MATHEMATICAL BIOLOGY	"3736"	1.4840.004640
845	JOURNAL OF EVALUATION IN CLINICAL PRACTICE	"3416"	1.4830.005810
846	OCCUPATIONAL MEDICINE-OXFORD	"3187"	1.4820.003150
847	Canadian Journal of Emergency Medicine	"1009"	1.4810.001660
848	HEALTH EDUCATION RESEARCH	"4324"	1.4790.003850
849	STUDIES IN FAMILY PLANNING	"1725"	1.4780.002540
850	Netherlands Heart Journal	"1036"	1.4760.001830
851	INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY	"3355"	1.4750.001740
852	LETTERS IN APPLIED MICROBIOLOGY	"7532"	1.4710.004750
853	ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES	"1610"	1.4640.001380
854	JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY	"1565"	1.4620.001420
854	JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE	"1726"	1.4620.002460
856	Sexual Medicine	1721.4570.000660
857	Cardiovascular Engineering and Technology	3971.4510.001110
858	SCANDINAVIAN CARDIOVASCULAR JOURNAL	7741.4490.001510
859	Postepy w Kardiologii Interwencyjnej	2451.4430.000580
860	PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY	"5299"	1.4410.007910
860	PUBLIC HEALTH	"4017"	1.4410.007900
860	PUBLIC HEALTH	"4017"	1.4410.007900
863	FLUORIDE	"1027"	1.4380.000410
864	JOURNAL OF PUBLIC HEALTH DENTISTRY	"1454"	1.4360.001580
865	INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH	"1069"	1.4330.001310
866	Bosnian Journal of Basic Medical Sciences	4761.4320.000780
867	Cellular Reprogramming	6311.4300.001370
868	EMERGENCY MEDICINE CLINICS OF NORTH AMERICA	"1059"	1.4290.001120
868	Health and Human Rights	3691.4290.001150
868	Medicina-Lithuania	8901.4290.001230
868	STATISTICAL MODELLING	5491.4290.001840
872	TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE	"2847"	1.4230.003080
873	CROATIAN MEDICAL JOURNAL	"1575"	1.4220.002050
874	JOURNAL OF ELECTROCARDIOLOGY	"2641"	1.4210.003480
874	Korean Circulation Journal	9061.4210.002060
874	REPRODUCTIVE HEALTH MATTERS	"1230"	1.4210.001670
877	CARDIOLOGY CLINICS	9731.4200.001950
878	HEALTH	9181.4130.001270
879	COMPUTATIONAL BIOLOGY AND CHEMISTRY	"1076"	1.4120.001870
879	New Microbiologica	"1033"	1.4120.001500
881	European Journal of General Practice	5411.4100.001180
881	Experimental and Therapeutic Medicine	"5563"	1.4100.013590
883	ANNALS OF MICROBIOLOGY	"2273"	1.4070.003980
884	JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS	"1396"	1.3970.002300
885	Annals of Thoracic Medicine	6031.3950.001090
886	Health Information Management Journal	2691.3930.000230
887	Journal of Research in Medical Sciences	"2127"	1.3910.004820
888	HERD-Health Environments Research & Design Journal	5761.3870.000490
889	Archives of Environmental & Occupational Health	"1958"	1.3860.000890
890	Environmental Health and Preventive Medicine	"1015"	1.3760.001640
890	Environmental Health and Preventive Medicine	"1015"	1.3760.001640
892	JOURNAL OF PUBLIC HEALTH POLICY	9571.3750.001800
892	JOURNAL OF PUBLIC HEALTH POLICY	9571.3750.001800
894	CURRENT MICROBIOLOGY	"5774"	1.3730.005440
895	R Journal	6701.3710.003110
896	JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE	"1475"	1.3690.004090
897	Extremes	5191.3680.001570
898	CLINICAL AND EXPERIMENTAL HYPERTENSION	"1605"	1.3670.001920
898	International Journal of Occupational Medicine and Environmental Health	"1217"	1.3670.001970
900	GENETICA	"3125"	1.3660.001540
901	FAMILY & COMMUNITY HEALTH	7691.3650.000860
902	Journal of Biological Research-Thessaloniki	2311.3640.000440
903	ANNALS OF VASCULAR SURGERY	"4402"	1.3630.008750
904	ELECTROMAGNETIC BIOLOGY AND MEDICINE	6331.3600.000910
904	Revista de Investigacion Clinica-Clinical and Translational Investigation	5191.3600.000740
906	JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE	"6233"	1.3550.007860
907	Emergency Medicine Australasia	"1482"	1.3530.003030
908	JOURNAL OF WATER AND HEALTH	"1653"	1.3520.002020
909	SORT-Statistics and Operations Research Transactions	1751.3440.000450
910	Cardiology Journal	"1003"	1.3390.002080
911	BERNOULLI	"1918"	1.3370.011140
912	MICROBIOLOGY AND IMMUNOLOGY	"2816"	1.3350.002890
913	INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE	"2137"	1.3330.003000
914	JOURNAL OF AMERICAN COLLEGE HEALTH	"2967"	1.3260.002840
915	Journal of Agromedicine	6111.3220.000950
916	ENVIRONMETRICS	"1644"	1.3210.003150
917	Comparative Cytogenetics	3501.3190.000700
918	Arquivos Brasileiros de Cardiologia	"2541"	1.3180.002780
919	COMPTES RENDUS BIOLOGIES	"2206"	1.3130.002080
920	FOLIA MICROBIOLOGICA	"1792"	1.3110.001720
921	INDIAN JOURNAL OF MICROBIOLOGY	"1076"	1.3100.001400
922	WOMEN & HEALTH	"1527"	1.3070.002110
923	Journal of Vascular Access	9481.3060.001780
924	Seminars in Vascular Surgery	7151.2910.001050
925	AMERICAN JOURNAL OF EMERGENCY MEDICINE	"7613"	1.2900.014780
926	Epidemiologia & Prevenzione	6091.2890.001160
926	Epidemiologia & Prevenzione	6091.2890.001160
928	KAOHSIUNG JOURNAL OF MEDICAL SCIENCES	"1342"	1.2880.001890
929	JOURNAL OF OCCUPATIONAL HEALTH	"2836"	1.2850.001760
930	BIOMEDICAL RESEARCH-TOKYO	7291.2840.000960
930	Journal of Immigrant and Minority Health	"2171"	1.2840.006360
930	REVIEWS ON ENVIRONMENTAL HEALTH	9161.2840.001030
933	JOURNAL OF RADIOLOGICAL PROTECTION	9841.2740.002030
933	Traffic Injury Prevention	"1904"	1.2740.004860
933	Traffic Injury Prevention	"1904"	1.2740.004860
936	JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES	"2111"	1.2730.002010
937	Anatolian Journal of Cardiology	9631.2710.001530
937	Canadian Journal of Infectious Diseases & Medical Microbiology	8671.2710.001530
939	INSURANCE MATHEMATICS & ECONOMICS	"3433"	1.2650.006480
940	Advances in Clinical and Experimental Medicine	9441.2620.002450
941	THEORETICAL POPULATION BIOLOGY	"3720"	1.2590.002890
942	HYPERTENSION IN PREGNANCY	"1108"	1.2570.001620
943	Sexual & Reproductive Healthcare	3921.2550.001110
943	TOXICOLOGY AND INDUSTRIAL HEALTH	"2132"	1.2550.002420
945	Archives of Iranian Medicine	"1784"	1.2540.002980
946	Sexual Health	"1046"	1.2460.002680
946	Sexual Health	"1046"	1.2460.002680
948	Clinics	"3153"	1.2450.005110
949	BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY	8471.2440.000720
950	CANADIAN JOURNAL OF MICROBIOLOGY	"6077"	1.2430.002700
951	Quality Engineering	8621.2380.001090
952	Jundishapur Journal of Microbiology	"1088"	1.2330.002230
953	Journal of Arthropod-Borne Diseases	2441.2310.000700
954	HONG KONG MEDICAL JOURNAL	"1407"	1.2260.001770
955	Geospatial Health	5311.2250.001510
956	Disaster Medicine and Public Health Preparedness	8431.2200.002020
956	Disaster Medicine and Public Health Preparedness	8431.2200.002020
958	Econometric Reviews	"1313"	1.2180.004250
959	BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY	"1718"	1.2140.003630
960	Kardiologia Polska	"1316"	1.2130.002170
961	Vasa-European Journal of Vascular Medicine	7561.2100.001180
962	HEALTH RISK & SOCIETY	8971.2070.001110
962	JOURNAL OF EMERGENCY MEDICINE	"5248"	1.2070.010430
964	Diving and Hyperbaric Medicine	3071.1970.000470
964	ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES	"2975"	1.1970.006370
964	JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM	9311.1970.001520
967	INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	9921.1950.001280
967	INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	9921.1950.001280
967	JOURNAL OF CARDIOVASCULAR SURGERY	"1871"	1.1950.002730
970	BLOOD PRESSURE MONITORING	"1304"	1.1940.001520
971	JOURNAL OF COMPUTATIONAL BIOLOGY	"3389"	1.1910.007670
972	REVISTA CLINICA ESPANOLA	6121.1840.000560
973	TEST	7601.1830.003010
974	COMPUTATIONAL STATISTICS & DATA ANALYSIS	"7972"	1.1810.017850
974	Genetic Testing and Molecular Biomarkers	"1289"	1.1810.003060
976	Global Health Promotion	3711.1790.000720
976	JOURNAL OF CARDIAC SURGERY	"1949"	1.1790.003590
978	REVUE DE MEDECINE INTERNE	"1299"	1.1690.001710
979	MEDICINA CLINICA	"2512"	1.1680.002100
980	Molecular Cytogenetics	7261.1670.002600
981	PUBLIC HEALTH NURSING	"1268"	1.1630.001390
981	PUBLIC HEALTH NURSING	"1268"	1.1630.001390
983	WILDERNESS & ENVIRONMENTAL MEDICINE	"1082"	1.1610.001400
984	COMMUNITY MENTAL HEALTH JOURNAL	"2267"	1.1590.003160
985	ANNALI DELL ISTITUTO SUPERIORE DI SANITA	9121.1580.001300
985	INDOOR AND BUILT ENVIRONMENT	"1289"	1.1580.001650
987	INTERNATIONAL ANGIOLOGY	"1176"	1.1560.001570
987	NETHERLANDS JOURNAL OF MEDICINE	"1570"	1.1560.002410
989	Health Security	1151.1540.000590
990	Econometrics Journal	8441.1520.002410
991	Atencion Primaria	9711.1480.000820
992	PERFUSION-UK	"1120"	1.1470.001810
993	Artery Research	2221.1430.000550
993	Cardiology Research and Practice	7541.1430.001890
995	Danish Medical Journal	"1117"	1.1400.004790
995	FAMILY MEDICINE	"2693"	1.1400.002360
997	Applied Clinical Informatics	5731.1380.001780
998	Informatics for Health & Social Care	2461.1370.000430
999	Cardiovascular Journal of Africa	7991.1280.002260
1000	Health Promotion Journal of Australia	6561.1250.000990
1001	Malawi Medical Journal	4101.1230.001080
1002	MEDICAL HYPOTHESES	"6613"	1.1200.006740
1003	Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology	6401.1170.000850
1003	Journal of Cardiothoracic Surgery	"1722"	1.1170.004730
1005	ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE	"1825"	1.1160.003020
1005	IN VIVO	"2574"	1.1160.002240
1007	INDUSTRIAL HEALTH	"1764"	1.1150.001860
1008	BIOMETRICAL JOURNAL	"2596"	1.1140.004140
1009	ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES	"1093"	1.1130.006300
1010	ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA	3571.1070.000390
1011	Rural and Remote Health	"1358"	1.0960.002440
1011	Rural and Remote Health	"1358"	1.0960.002440
1013	Journal of Postgraduate Medicine	"1324"	1.0950.001050
1014	International Journal of Qualitative Studies on Health and Well-Being	7041.0940.001360
1015	Vascular	7871.0890.001590
1016	Biomedical Engineering-Biomedizinische Technik	8971.0880.001540
1017	BIOMEDICAL PAPERS-OLOMOUC	"1017"	1.0870.001560
1017	MICROSCOPY RESEARCH AND TECHNIQUE	"4664"	1.0870.003390
1019	Public Health Ethics	2831.0830.000610
1019	Public Health Ethics	2831.0830.000610
1021	SINGAPORE MEDICAL JOURNAL	"2793"	1.0810.002840
1022	Families Systems & Health	7921.0770.001230
1022	Families Systems & Health	7921.0770.001230
1024	JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS	9401.0720.001430
1024	QUALITY & QUANTITY	"2671"	1.0720.003570
1026	ECONOMETRIC THEORY	"2342"	1.0690.006260
1027	PEDIATRIC EMERGENCY CARE	"3637"	1.0660.006540
1028	Sao Paulo Medical Journal	9511.0630.001180
1029	APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY	7321.0620.001800
1030	JOURNAL OF RELIGION & HEALTH	"1501"	1.0610.002470
1031	Disaster Prevention and Management	8891.0600.000660
1032	Genetics Research	"2078"	1.0590.000760
1033	CIN-COMPUTERS INFORMATICS NURSING	7311.0560.001090
1034	International Journal of Circumpolar Health	9401.0550.001710
1034	International Journal of Circumpolar Health	9401.0550.001710
1034	SAUDI MEDICAL JOURNAL	"2876"	1.0550.002560
1037	ETHNICITY & DISEASE	"2002"	1.0530.001860
1037	Iranian Journal of Public Health	"1701"	1.0530.002920
1037	Iranian Journal of Public Health	"1701"	1.0530.002920
1040	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	"4719"	1.0510.014870
1041	IRISH JOURNAL OF MEDICAL SCIENCE	"1296"	1.0450.002380
1042	FOLIA BIOLOGICA	5381.0440.000620
1043	SALUD PUBLICA DE MEXICO	"1787"	1.0390.002200
1044	ACTA PROTOZOOLOGICA	6481.0380.000610
1045	Arts & Health	1731.0260.000250
1045	Spatial Statistics	3861.0260.002320
1047	STATISTICAL PAPERS	"1052"	1.0240.002260
1048	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	"3213"	1.0230.003980
1049	Nagoya Journal of Medical Science	3821.0160.000760
1050	International Journal of Sexual Health	3271.0140.000770
1051	Asia-Pacific Journal of Public Health	"1284"	1.0130.002830
1051	Asia-Pacific Journal of Public Health	"1284"	1.0130.002830
1053	JOURNAL OF MULTIVARIATE ANALYSIS	"4233"	1.0090.012980
1054	HEALTH EDUCATION JOURNAL	7301.0080.001220
1055	WIENER KLINISCHE WOCHENSCHRIFT	"1966"	1.0030.002270
1056	International Journal of Immunogenetics	6901.0000.001180
1056	LIFETIME DATA ANALYSIS	8831.0000.001670
1058	GESUNDHEITSWESEN	"1165"	0.9930.001600
1058	HEALTH PHYSICS	"3981"	0.9930.003220
1060	CARDIOLOGY IN THE YOUNG	"2195"	0.9780.004350
1061	INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT	7010.9770.001160
1062	Cadernos de Saude Publica	"5157"	0.9710.005210
1062	Cadernos de Saude Publica	"5157"	0.9710.005210
1062	Prehospital and Disaster Medicine	"1587"	0.9710.002030
1065	International Journal of Injury Control and Safety Promotion	5060.9550.000940
1066	JOURNAL OF THE HISTORY OF BIOLOGY	5850.9530.000720
1067	METRIKA	9260.9480.001840
1068	PHARMACEUTICAL STATISTICS	9670.9450.002980
1069	Annals of Thoracic and Cardiovascular Surgery	"1040"	0.9400.001450
1070	HERZ	9870.9360.001600
1071	Australian Journal of Primary Health	7640.9350.001270
1071	Australian Journal of Primary Health	7640.9350.001270
1073	Statistical Methods and Applications	3380.9320.000960
1074	Acta Cardiologica Sinica	3680.9270.000690
1075	Mitochondrial DNA	9640.9220.003010
1076	PRESSE MEDICALE	"2058"	0.9200.002990
1077	ACTA CLINICA BELGICA	7960.9160.001320
1078	GENES & GENETIC SYSTEMS	7420.9130.000920
1079	MEDICAL PROBLEMS OF PERFORMING ARTISTS	5710.9100.000360
1080	Astin Bulletin	9440.9060.001110
1081	WORK-A Journal of Prevention Assessment & Rehabilitation	"2554"	0.9020.004380
1082	Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz	"2069"	0.9010.003790
1082	ELECTRONIC JOURNAL OF PROBABILITY	"1312"	0.9010.009730
1084	MEDICC Review	2930.9000.000820
1084	MEDICC Review	2930.9000.000820
1086	SCANDINAVIAN JOURNAL OF STATISTICS	"3195"	0.8980.005600
1087	DM DISEASE-A-MONTH	6060.8910.000650
1088	JOURNAL OF ETHNOBIOLOGY	4570.8900.000420
1089	Aerospace Medicine and Human Performance	2490.8890.000570
1090	Balkan Medical Journal	3710.8870.000930
1091	STATISTICA SINICA	"2910"	0.8860.009110
1092	METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY	5430.8850.002290
1093	Anthropology & Medicine	3770.8840.000760
1094	JOURNAL OF THEORETICAL PROBABILITY	8730.8830.004090
1094	Journal of the Royal Army Medical Corps	6950.8830.000740
1096	JOURNAL OF PALLIATIVE CARE	8640.8820.000710
1096	Therapeutic Innovation & Regulatory Science	3100.8820.001580
1098	REVISTA ARGENTINA DE MICROBIOLOGIA	4590.8790.000650
1099	ACTA CARDIOLOGICA	9240.8760.001600
1100	Vascular and Endovascular Surgery	"1119"	0.8720.002170
1101	JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION	"2418"	0.8690.005260
1102	Statistical Analysis and Data Mining	3360.8650.001470
1103	JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED	"2219"	0.8600.005170
1104	Australian Journal of Rural Health	9730.8580.001230
1104	Australian Journal of Rural Health	9730.8580.001230
1106	MICROBIOLOGY	"1613"	0.8550.001290
1107	SOUTHERN MEDICAL JOURNAL	"4120"	0.8540.002460
1108	Health Care for Women International	"1414"	0.8500.001690
1108	JOURNAL OF ENVIRONMENTAL HEALTH	7940.8500.001240
1110	African Health Sciences	"1628"	0.8420.002540
1111	International Journal of Biostatistics	4680.8400.001580
1112	International Journal of Clinical and Experimental Medicine	"6686"	0.8330.018140
1113	Clinical and Investigative Medicine	"1052"	0.8320.001090
1114	JOURNAL OF APPLIED PROBABILITY	"3190"	0.8300.004730
1115	ENVIRONMENTAL AND ECOLOGICAL STATISTICS	8180.8290.001170
1116	COMPUTATIONAL STATISTICS	9580.8280.003370
1117	Revista Portuguesa de Cardiologia	8240.8270.000990
1118	JOURNAL OF TIME SERIES ANALYSIS	"1560"	0.8260.003930
1118	Statistics in Biopharmaceutical Research	1990.8260.001370
1120	RADIATION PROTECTION DOSIMETRY	"5823"	0.8220.006310
1121	ANNALS ACADEMY OF MEDICINE SINGAPORE	"2351"	0.8190.001160
1121	Brazilian Journal of Probability and Statistics	2290.8190.000920
1123	INTERNAL MEDICINE	"5780"	0.8170.008560
1123	ISRAEL MEDICAL ASSOCIATION JOURNAL	"2335"	0.8170.002940
1123	SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH	"2818"	0.8170.001990
1126	Electronic Journal of Statistics	"1266"	0.8140.010460
1126	JOURNAL OF STATISTICAL PLANNING AND INFERENCE	"4704"	0.8140.008690
1128	Statistical Applications in Genetics and Molecular Biology	"1196"	0.8120.001730
1129	AJAR-African Journal of AIDS Research	4440.8100.000930
1129	AJAR-African Journal of AIDS Research	4440.8100.000930
1131	BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY	6260.8050.000840
1132	PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES	5850.8030.001030
1133	JOURNAL OF COMMUNITY PSYCHOLOGY	"2728"	0.8010.001750
1134	Central European Journal of Public Health	5770.8000.000880
1134	Central European Journal of Public Health	5770.8000.000880
1136	INTERNATIONAL MICROBIOLOGY	"1267"	0.7960.000690
1137	Survey Methodology	7760.7950.001030
1138	Medizinische Klinik-Intensivmedizin und Notfallmedizin	2690.7910.000450
1139	Australian Family Physician	"1657"	0.7900.002300
1139	CRYOLETTERS	9920.7900.000740
1141	JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY	"1501"	0.7890.000910
1142	Iranian Red Crescent Medical Journal	"1622"	0.7860.003570
1142	NATIONAL MEDICAL JOURNAL OF INDIA	6920.7860.000880
1144	BRAZILIAN JOURNAL OF BIOLOGY	"2303"	0.7840.002390
1144	Polish Journal of Microbiology	6190.7840.000830
1144	REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH	"2010"	0.7840.002680
1144	Random Matrices-Theory and Applications	1390.7840.002240
1148	Postepy Higieny I Medycyny Doswiadczalnej	"1035"	0.7830.001460
1149	MILITARY MEDICINE	"4153"	0.7820.006240
1150	Progress in Community Health Partnerships-Research Education and Action	4660.7790.000880
1151	Colombia Medica	3070.7670.000540
1152	Open Life Sciences	1110.7640.000270
1153	Ciencia & Saude Coletiva	"3459"	0.7570.003600
1154	Acta Medica Mediterranea	7490.7510.000460
1155	OPEN SYSTEMS & INFORMATION DYNAMICS	3090.7500.000860
1156	Conservation Genetics Resources	"1625"	0.7420.005670
1157	Medicina del Lavoro	3980.7410.000370
1158	Revista da Associacao Medica Brasileira	"1181"	0.7360.001530
1159	WHO Technical Report Series	"3420"	0.7350.001050
1160	Journal of the Korean Statistical Society	3100.7340.001420
1161	ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS	"1752"	0.7330.003140
1162	JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION	"2832"	0.7230.003310
1163	Pakistan Journal of Medical Sciences	"1602"	0.7190.003100
1164	EASTERN MEDITERRANEAN HEALTH JOURNAL	"1971"	0.7170.002070
1164	Nigerian Journal of Clinical Practice	8660.7170.001550
1166	REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE	7960.7160.001100
1167	TEXAS HEART INSTITUTE JOURNAL	"1826"	0.7150.002000
1168	ADVANCES IN APPLIED PROBABILITY	"2046"	0.7110.003600
1169	APPLIED BIOCHEMISTRY AND MICROBIOLOGY	"1316"	0.7070.001140
1170	COMBINATORICS PROBABILITY & COMPUTING	9220.7050.003700
1171	International Journal of Osteopathic Medicine	2330.7040.000090
1172	BIOLOGICAL RHYTHM RESEARCH	6390.6990.000790
1172	JOURNAL OF APPLIED STATISTICS	"2352"	0.6990.003790
1174	BIOLOGIA	"1977"	0.6960.002200
1175	Journal of Correctional Health Care	2880.6920.000510
1176	INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS	9190.6890.001270
1177	M S-MEDECINE SCIENCES	7420.6850.000730
1178	Genes & Genomics	4760.6800.000970
1179	Bratislava Medical Journal-Bratislavske Lekarske Listy	9670.6780.001110
1180	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY	"2214"	0.6760.001670
1181	JOURNAL OF GENETICS	"1538"	0.6720.002070
1182	UNFALLCHIRURG	"1508"	0.6710.001030
1183	Journal of Emergency Nursing	"1192"	0.6620.001380
1183	Journal of Official Statistics	9510.6620.001900
1183	Quality Technology and Quantitative Management	2660.6620.000610
1186	TURKISH JOURNAL OF BIOLOGY	"1123"	0.6510.001270
1187	JOURNAL OF BIOLOGICAL SYSTEMS	4040.6490.000450
1188	Archives of Biological Sciences	7560.6480.001220
1188	International Journal of Occupational Safety and Ergonomics	7590.6480.000810
1190	ALEA-Latin American Journal of Probability and Mathematical Statistics	2410.6440.002540
1191	AStA-Advances in Statistical Analysis	3040.6430.000900
1192	Notfall & Rettungsmedizin	3180.6420.000240
1193	Stochastics-An International Journal of Probability and Stochastic Processes	5610.6410.002120
1193	Turkish Journal Of Medical Sciences	"1058"	0.6410.001770
1195	Sahara J-Journal of Social Aspects of HIV-AIDS	3100.6390.000620
1196	Journal of Biopharmaceutical Statistics	"1189"	0.6380.003360
1197	Undersea and Hyperbaric Medicine	8850.6360.000780
1198	Revista Espanola de Salud Publica	5830.6350.000700
1199	ANNALS OF SAUDI MEDICINE	"1373"	0.6330.001170
1199	JOURNAL OF BIOLOGICAL EDUCATION	5930.6330.000470
1201	JOURNAL OF NONPARAMETRIC STATISTICS	6200.6300.001850
1202	YONAGO ACTA MEDICA	1570.6250.000350
1203	Anales del Sistema Sanitario De Navarra	2860.6220.000160
1203	Anales del Sistema Sanitario De Navarra	2860.6220.000160
1205	Zdravstveno Varstvo	1100.6200.000170
1206	EVOLUTIONARY ECOLOGY RESEARCH	"1832"	0.6120.001200
1207	MEDYCYNA PRACY	4070.6100.000500
1208	CARYOLOGIA	8960.6080.000360
1209	STATISTICS	6790.6060.002170
1210	Revista Espanola de Quimioterapia	3070.6050.000560
1211	HUMAN BIOLOGY	"1888"	0.6000.000990
1212	Acta Medica Portuguesa	6290.5810.000930
1213	Mitochondrial DNA Part A	9770.5750.002870
1214	MINERVA CARDIOANGIOLOGICA	3650.5710.000590
1215	TROPICAL DOCTOR	8520.5650.000880
1216	PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON	"1509"	0.5630.000400
1217	ACTA MEDICA OKAYAMA	7460.5620.000740
1218	Hacettepe Journal of Mathematics and Statistics	5150.5580.000840
1218	Puerto Rico Health Sciences Journal	3470.5580.000530
1220	African Journal of Reproductive Health	9020.5490.001470
1221	BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE	"2250"	0.5460.002140
1222	HUMAN HEREDITY	9680.5420.001310
1223	STOCHASTIC ANALYSIS AND APPLICATIONS	7790.5410.001730
1224	International Journal of Mental Health Promotion	2370.5380.000230
1225	JOURNAL OF FAMILY PRACTICE	"2048"	0.5340.000920
1226	STATISTICS & PROBABILITY LETTERS	"4359"	0.5330.009490
1227	ELECTRONIC COMMUNICATIONS IN PROBABILITY	5430.5310.005180
1228	Saude e Sociedade	5490.5260.000600
1229	Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery	6660.5250.000960
1230	DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT	"1923"	0.5230.001560
1230	FOLIA BIOLOGICA-KRAKOW	3900.5230.000430
1232	Emergency Medicine International	2020.5190.000630
1233	MEDICINA-BUENOS AIRES	6050.5120.000540
1234	REVISTA DE BIOLOGIA TROPICAL	"2358"	0.5110.002100
1235	CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE	"1114"	0.5090.001900
1236	RUSSIAN JOURNAL OF GENETICS	"1259"	0.5050.001180
1237	Social Work in Public Health	3750.5040.001010
1238	COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION	"1982"	0.5010.002680
1239	INTERNATIONAL JOURNAL OF GAME THEORY	"1246"	0.5000.002060
1240	ESAIM-Probability and Statistics	2840.4930.001590
1240	MIKROBIYOLOJI BULTENI	4270.4930.000490
1242	Mitochondrial DNA Part B-Resources	2770.4880.000490
1243	Stochastics and Dynamics	4290.4860.001120
1244	JOURNAL OF NIPPON MEDICAL SCHOOL	5450.4840.000680
1244	Open Medicine	920.4840.000190
1246	CYTOLOGIA	"1051"	0.4810.000190
1246	SCOTTISH MEDICAL JOURNAL	5740.4810.000560
1248	JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION	"2582"	0.4770.000690
1249	Methods in Microbiology	8520.4760.000190
1250	STATISTICA NEERLANDICA	6940.4650.001090
1251	Reviews in Cardiovascular Medicine	2810.4620.000320
1252	REVISTA MEDICA DE CHILE	"1555"	0.4560.001490
1253	JAAPA-Journal of the American Academy of Physician Assistants	3210.4520.000710
1254	Sequential Analysis-Design Methods and Applications	3470.4410.000670
1255	INTERNIST	4020.4400.000310
1256	ACTA BIOLOGICA HUNGARICA	4580.4390.000480
1256	JCPSP-Journal of the College of Physicians and Surgeons Pakistan	"1488"	0.4390.001990
1258	REVSTAT-Statistical Journal	1710.4360.000710
1259	CLINICAL DYSMORPHOLOGY	4590.4270.000410
1260	BRITISH JOURNAL OF HOSPITAL MEDICINE	6040.4220.000930
1261	EUROPEAN HEART JOURNAL SUPPLEMENTS	3230.4180.000290
1262	Markov Processes and Related Fields	2800.4140.001010
1263	Notarzt	800.4120.000050
1264	Vojnosanitetski Pregled	6280.4050.001030
